recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
911,Nectarine Pie,,,,8,1 to 9 - inch pie,"⅔ cup white sugar, 4 tablespoons all-purpose flour, ½ teaspoon ground cinnamon, 1 cup heavy whipping cream, ¼ teaspoon almond extract, 5  nectarines, 1 (9 inch) unbaked pie shell","Preheat oven to 400 degrees F (205 degrees C). Place a large pot of water over high heat, and bring to a boil.
Combine sugar, flour, cinnamon, heavy cream and almond extract. Set aside.
Place the nectarines in boiling water for 30 to 45 seconds. Immediately place nectarines under cold running water and remove skins. Cut nectarines in half and remove pits. Place halves in the pie shell with the cut side down. Pour the cream mixture around the nectarines.
Bake at 400 degrees F (205 degrees C) for 35 to 40 minutes. Good served warm or cold.",4.4,https://www.allrecipes.com/recipe/12392/nectarine-pie/,/Desserts/Pies/Custard and Cream Pies/,"Total Fat 19g 24%, Saturated Fat 9g 44%, Cholesterol 41mg 14%, Sodium 128mg 6%, Total Carbohydrate 40g 14%, Dietary Fiber 3g 9%, Total Sugars 23g, Protein 3g, Vitamin C 5mg 24%, Calcium 29mg 2%, Iron 1mg 6%, Potassium 213mg 5%","Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/hsYS9QybVdM2EaExavt6N55_c-k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/251182-0ad6eb81e54244feadce4ee2be865831.jpg
914,Easy Grilled Nectarines,5 mins,5 mins,10 mins,4,4 servings,"4  fresh nectarines, pitted and halved, 2 tablespoons melted unsalted butter, 4 tablespoons brown sugar","Brush each nectarine half with 1/4 tablespoon melted butter and sprinkle with 1/2 tablespoon brown sugar.
Preheat the grill on medium heat. Place nectarines into an aluminum grill dish or directly onto the grill. Grill until lightly browned, turning occasionally, 3 to 5 minutes.",5.0,https://www.allrecipes.com/recipe/263769/easy-grilled-nectarines/,/Desserts/,"Total Fat 6g 8%, Saturated Fat 4g 19%, Cholesterol 15mg 5%, Sodium 5mg 0%, Total Carbohydrate 28g 10%, Dietary Fiber 2g 8%, Total Sugars 24g, Protein 2g, Vitamin C 7mg 37%, Calcium 21mg 2%, Iron 1mg 3%, Potassium 293mg 6%","Prep Time: 5 mins, Cook Time: 5 mins, Total Time: 10 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/sZ_mvu_RFHGck0ZrHgAnzB_MlaY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6897825-a50b9b70bde6401885bef6aab1a42ffe.jpg
920,Peach and Nectarine Crumble,20 mins,30 mins,1 hrs 5 mins,10,1 9-inch baking pan,"3 cups soft peaches, or as needed, 3 cups soft nectarines, or as needed, ½ cup white sugar (Optional), 3 tablespoons cornstarch, 1 teaspoon vanilla extract (Optional)","Preheat oven to 375 degrees F (190 degrees C). Grease a 9-inch baking pan.
Boil peaches and nectarines 1 fruit at a time in a pot until very soft, about 30 seconds each. Let cool until ready to handle. Peel, core, and chop into bite-sized pieces.
Mix the fruit, sugar, cornstarch, and vanilla extract together in a large bowl. Pour into the prepared pan.
Combine flour, brown sugar, coconut oil, baking powder, cinnamon, and salt in a bowl. Mix with hands or a fork until crumbly. Sprinkle evenly over the fruit mixture.
Bake in the preheated oven until top is browned and juice appears bubbly, about 30 minutes. Let cool for at least 15 minutes before serving.",4.8,https://www.allrecipes.com/recipe/258812/peach-and-nectarine-crumble/,/Desserts/Fruit Desserts/Peach Dessert Recipes/,"Total Fat 6g 8%, Saturated Fat 5g 24%, Sodium 112mg 5%, Total Carbohydrate 49g 18%, Dietary Fiber 4g 14%, Total Sugars 34g, Protein 3g, Vitamin C 24mg 119%, Calcium 54mg 4%, Iron 1mg 6%, Potassium 351mg 7%","Prep Time: 20 mins, Cook Time: 30 mins, Additional Time: 15 mins, Total Time: 1 hrs 5 mins, Servings: 10, Yield: 1 9-inch baking pan",https://www.allrecipes.com/thmb/2BQuV0JBFO0KWPSul_FR4O9vkmk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4548393-c3fd68e4640e4ec483352d468010aa40.jpg
921,Caramelized Nectarine,5 mins,2 mins,7 mins,2,2 servings,"1  nectarine, 2 tablespoons white sugar, 2 tablespoons plain yogurt","Cut nectarine all the way around and twist open. Remove pit. Sprinkle sugar on the cut side of each nectarine half.
Place nectarine, cut-side down, onto a griddle or in a skillet over medium heat; cook for 1 1/2 minutes. Transfer nectarines to a plate, cut-side up, and top each with plain yogurt.",4.3,https://www.allrecipes.com/recipe/247294/caramelized-nectarine/,/Desserts/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Cholesterol 1mg 0%, Sodium 11mg 0%, Total Carbohydrate 21g 8%, Dietary Fiber 1g 4%, Total Sugars 19g, Protein 2g, Vitamin C 4mg 19%, Calcium 33mg 3%, Iron 0mg 1%, Potassium 173mg 4%","Prep Time: 5 mins, Cook Time: 2 mins, Total Time: 7 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/3gIu0QZw9eQp5oZ8mct8HngbjG8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3859858-1a25b43f0fe54d28bb26f995f2ae5431.jpg
923,Nectarine Upside-Down Cake,20 mins,35 mins,1 hrs 15 mins,10,1 9-inch cake,"3 tablespoons butter, at room temperature, ¼ cup brown sugar (such as muscovado), 4  fresh nectarines, sliced into bite-size pieces","Preheat oven to 340 degrees F (170 degrees C). Place butter in a 9-inch round cake pan and melt in the oven as it preheats.
Remove pan from oven and sprinkle brown sugar evenly over melted butter. Arrange nectarine pieces on the brown sugar layer.
Gently whisk flour, baking powder, and salt together in a bowl. Beat unsalted butter and white sugar together in a separate bowl until creamy and smooth; add eggs, 1 at a time, beating well after each addition. Beat vanilla extract into the creamed butter mixture. Add flour mixture to creamed butter mixture; beat on low speed just until batter is combined, about 1 minute. Spread batter over nectarine layer.
Increase oven temperature to 350 degrees F (180 degrees C).
Bake in the preheated oven until cake is golden brown and a toothpick inserted in the center comes out clean, 35 to 40 minutes. Cool cake in pan on a wire rack for 15 minutes. Run a knife around edge of pan and invert cake onto a serving plate. Serve warm or at room temperature.",4.2,https://www.allrecipes.com/recipe/247291/nectarine-upside-down-cake/,/Desserts/Cakes/Upside-Down Cake Recipes/,"Total Fat 18g 22%, Saturated Fat 11g 53%, Cholesterol 80mg 27%, Sodium 265mg 12%, Total Carbohydrate 39g 14%, Dietary Fiber 2g 6%, Total Sugars 18g, Protein 5g, Vitamin C 3mg 15%, Calcium 47mg 4%, Iron 2mg 9%, Potassium 161mg 3%","Prep Time: 20 mins, Cook Time: 35 mins, Additional Time: 20 mins, Total Time: 1 hrs 15 mins, Servings: 10, Yield: 1 9-inch cake",https://www.allrecipes.com/thmb/Co2wC3vp-KKptUxz5QCXJze5Kvo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8269542-f703898479d643c3bed19554a13a7509.jpg
927,Apple and Nectarine Pie,30 mins,1 hrs,2 hrs 30 mins,8,1 9-inch pie,"  cooking spray, 4  apples - peeled, cored and sliced, peel reserved, ½ cup white sugar, ½ cup light brown sugar, ½ cup water, ¼ cup brandy, 1 teaspoon ground cinnamon, 1 teaspoon vanilla extract, 1  pastry for 9-inch double-crust pie, ½ (8.5 ounce) package corn muffin mix (such as Jiffy®), ¼ cup milk, 4  nectarines, peeled and sliced","Preheat oven to 425 degrees F (220 degrees C). Grease a 9-inch deep-dish pie plate.
Combine apple peels, white sugar, brown sugar, water, brandy, cinnamon, and vanilla extract in a saucepan; bring to a boil. Reduce temperature and simmer until fragrant, about 5 minutes. Remove apple peels with a fork.
Roll 1 crust into a 12-inch circle; place in the prepared pie plate. Roll out second crust into a 10-inch circle. Cut a few slits in the center to vent steam.
Mix corn muffin mix and milk in a bowl. Pour into pie plate.
Bake in the preheated oven for 5 to 8 minutes. Remove from oven. Layer apple slices and nectarine slices on top. Pour sugar mixture slowly over fruit; cover with second crust. Press crusts together to seal; flute edges.
Bake in the preheated oven for 10 minutes. Reduce heat to 350 degrees F (175 degrees C). Continue baking until top crust is golden brown, 35 to 45 minutes. Let cool to room temperature before slicing, about 1 hour.",4.5,https://www.allrecipes.com/recipe/259034/apple-and-nectarine-pie/,/Desserts/Pies/Pie Crusts/,"Total Fat 9g 12%, Saturated Fat 2g 12%, Cholesterol 1mg 0%, Sodium 365mg 16%, Total Carbohydrate 64g 23%, Dietary Fiber 4g 14%, Total Sugars 40g, Protein 4g, Vitamin C 7mg 35%, Calcium 69mg 5%, Iron 1mg 8%, Potassium 257mg 5%","Prep Time: 30 mins, Cook Time: 1 hrs, Additional Time: 1 hrs, Total Time: 2 hrs 30 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/9SFjTN_ooB7aHHC4xuZMhgnh3aY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8979337-3e154dd2ab1244b5a67148aa06815550.jpg
931,Nectarine-Raspberry Crumble,20 mins,50 mins,1 hrs 10 mins,6,6 servings,"3 ½ pounds nectarines, 1 (6 ounce) container fresh raspberries, 2 tablespoons white sugar, ¾ cup brown sugar, 7 tablespoons unsalted butter, room temperature and cut into chunks, ¾ cup all-purpose flour, ½ cup rolled oats, 1 teaspoon ground cinnamon, ½ teaspoon ground nutmeg, ¼ teaspoon salt","Preheat the oven to 375 degrees F (190 degrees C).
Bring a large pot of water to a boil. Submerge nectarines for about 30 seconds. Remove with a slotted spoon and let cool until safe to handle. Peel, halve, remove pit, and slice. Combine sliced nectarines, raspberries, and white sugar in a bowl. Transfer to a baking dish.
Combine brown sugar, butter, flour, oats, cinnamon, nutmeg, and salt in a bowl. Rub between your fingers to create streusel. Sprinkle streusel evenly over fruit.
Bake in the preheated oven until crumble is lightly browned, 45 to 60 minutes.",4.0,https://www.allrecipes.com/recipe/265422/nectarine-raspberry-crumble/,/Desserts/Fruit Desserts/Raspberry Dessert Recipes/,"Total Fat 15g 19%, Saturated Fat 9g 44%, Cholesterol 36mg 12%, Sodium 107mg 5%, Total Carbohydrate 79g 29%, Dietary Fiber 8g 28%, Total Sugars 53g, Protein 6g, Vitamin C 21mg 107%, Calcium 59mg 5%, Iron 2mg 12%, Potassium 660mg 14%","Prep Time: 20 mins, Cook Time: 50 mins, Total Time: 1 hrs 10 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/h5pNcWRGfz4Xc-Gtx2uLmrlNOB4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5536375-ef18faf5907849afbe82fcdf3d836870.jpg
932,Nectarine Bars,20 mins,55 mins,1 hrs 45 mins,12,1 9x13-inch baking pan,"2 cups all-purpose flour, 1 ½ cups white sugar, divided, ½ cup butter, 3  nectarines, sliced, divided, 1 tablespoon cornstarch, 2  eggs","Preheat oven to 350 degrees F (175 degrees C).
Combine flour and 1/2 cup sugar in a 9x13-inch baking pan; cut in butter until mixture is crumbly. Press firmly into an even layer.
Bake in preheated oven until crust is slightly browned, about 25 minutes.
Place 1/3 of the nectarine slices in a blender and puree until smooth. Stir cornstarch into the mixture until evenly distributed.
Beat eggs in a large bowl until light, using an electric mixer; gradually beat in 1 cup sugar until well combined. Stir in the blended nectarine mixture; pour over hot baked crust.
Bake until almost set, about 30 minutes. Let cool completely on a rack, 30 minutes to 1 hour; cut into bars. Top bars with remaining nectarine slices.",5.0,https://www.allrecipes.com/recipe/258417/nectarine-bars/,/Desserts/Cookies/Bar Cookie Recipes/,"Total Fat 9g 11%, Saturated Fat 5g 26%, Cholesterol 48mg 16%, Sodium 65mg 3%, Total Carbohydrate 45g 16%, Dietary Fiber 1g 4%, Total Sugars 28g, Protein 4g, Vitamin C 2mg 9%, Calcium 12mg 1%, Iron 1mg 7%, Potassium 103mg 2%","Prep Time: 20 mins, Cook Time: 55 mins, Additional Time: 30 mins, Total Time: 1 hrs 45 mins, Servings: 12, Yield: 1 9x13-inch baking pan",https://www.allrecipes.com/thmb/ExSAQ107x7hgdgeh-t--PToVtiA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8421032-51fb0ba1f37a46d7956d46594bad26f9.jpg
934,Drupey Pie,1 hrs,50 mins,1 hrs 50 mins,8,1 to 9 - inch pie,"2 cups all-purpose flour, 1 teaspoon salt, .79100000858307 cup butter, 7 tablespoons ice water, 2 cups pitted sour cherries, 3  nectarines, pitted and chopped, 3  fresh apricots, pitted and sliced, ⅝ cup turbinado sugar, 1 pinch ground cinnamon, 1 tablespoon cornstarch, 2 tablespoons all-purpose flour, 2 tablespoons butter, cut into pieces, 1 teaspoon water, 1  egg yolk","Preheat oven to 425 degrees F (220 degrees C). Place cherries, nectarines and apricots into a colander to drain off any excess liquid.
To Make Dough: In a medium bowl, combine flour and salt. Cut 3/4 cup of butter into flour mixture until it resembles coarse crumbs. Pour in one tablespoon of water at a time until the dough sticks together. Add additional water if necessary. Divide dough into two parts. Roll out one half toa circle 1/8 of an inch thick, then place in a 9 inch pie pan. Roll out the other half of the dough and cut into long strips about 1/2 inch wide. Set aside.
To Make Filling: Place the drained fruit mixture into a medium bowl, Stir in the sugar, cinnamon, cornstarch and flour; pour into the prepared pie pan. Dot with the remaining two tablespoons of butter. Arrange the pastry strips into a lattice top and crimp edges. In a small bowl, whisk together the egg yolk and teaspoon of water, and use a pastry brush to coat just the lattice strips--not the edges.
Bake in the preheated oven and bake for 25 minutes, until the crust begins to brown. Reduce the heat to 350 degrees F (175 degrees C) and bake for an additional 20 to 25 minutes. Remove from oven and let cool a bit before serving.",4.9,https://www.allrecipes.com/recipe/19869/drupey-pie/,/Desserts/Pies/Fruit Pies/Cherry Pie Recipes/,"Total Fat 22g 29%, Saturated Fat 14g 68%, Cholesterol 82mg 27%, Sodium 450mg 20%, Total Carbohydrate 53g 19%, Dietary Fiber 3g 10%, Total Sugars 23g, Protein 5g, Vitamin C 8mg 40%, Calcium 40mg 3%, Iron 2mg 12%, Potassium 301mg 6%","Prep Time: 1 hrs, Cook Time: 50 mins, Total Time: 1 hrs 50 mins, Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/Fbhmw1D6to6-0NUDX-Mp7aiG7pU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/659299-550427baa3674c86bbd27f51d38843d0.jpg
935,Fresh Fruit Basket Cobbler,20 mins,20 mins,1 hrs,8,1 8x13-inch dish,"2 cups sliced fresh peaches, 2 cups sliced fresh nectarines, 2 cups pitted and quartered plums, 1 teaspoon cornstarch, 1 cup currant jelly, ½ teaspoon apple pie spice, ⅛ teaspoon white pepper, 1 (16.3 ounce) can refrigerated flaky biscuits (such as Pillsbury Grands!®), ¼ cup white sugar, ¼ teaspoon ground cinnamon","Preheat oven to 350 degrees F (175 degrees C). Spray an 8x13-inch baking dish with cooking spray.
In a large bowl, lightly mix together the peach, nectarine, and plum slices until well mixed, and toss with the cornstarch to dust the fruit. Pour in the currant jelly, apple pie spice, and white pepper, and lightly mix again with your hands to coat the fruit with the jelly and seasonings. Spread the fruit into the prepared baking dish.
Pop open the can of biscuits, and cut them in half. Arrange the biscuit dough halves on top of the fruit. Mix the sugar and cinnamon in a small bowl, and sprinkle the mixture evenly on the biscuit dough.
Bake in the preheated oven until the biscuits are golden brown, 20 to 25 minutes. Allow to cool on a rack for at least 20 minutes to let the dish set up.",4.5,https://www.allrecipes.com/recipe/215149/fresh-fruit-basket-cobbler/,/Desserts/Fruit Desserts/Peach Dessert Recipes/,"Total Fat 8g 10%, Saturated Fat 2g 10%, Cholesterol 1mg 0%, Sodium 571mg 25%, Total Carbohydrate 69g 25%, Dietary Fiber 2g 6%, Total Sugars 45g, Protein 5g, Vitamin C 20mg 98%, Calcium 39mg 3%, Iron 2mg 9%, Potassium 238mg 5%","Prep Time: 20 mins, Cook Time: 20 mins, Additional Time: 20 mins, Total Time: 1 hrs, Servings: 8, Yield: 1 8x13-inch dish",https://www.allrecipes.com/thmb/M2HlzlgXhGsLA1Et3vSOTGcCRqM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8006984-bf67a91a3bc44dd98c519ead52c34f91.jpg
937,KK's Three Fruit Cobbler,15 mins,25 mins,40 mins,8,1 9x13-inch dish,"3  nectarines, pitted and cut into bite-size pieces, 3  tart plums, pitted and cut into bite-size pieces, ½ pint fresh raspberries, 1 cup all-purpose flour, ¾ cup white sugar, ¼ cup packed brown sugar, 1 teaspoon ground ginger, ½ teaspoon ground cinnamon, ⅔ cup cold unsalted butter","Preheat oven to 350 degrees F (175 degrees C).
Spread the nectarine and plum pieces into the bottom of a 13x9-inch baking dish. Sprinkle the raspberries over the fruit. Whisk together the flour, white sugar, brown sugar, ginger, and cinnamon in a bowl; cut the butter into the flour mixture with a pastry cutter until it resembles coarse crumbs. Spread the crumb mixture evenly over the fruit and raspberries.
Bake in the preheated oven for 15 minutes, and turn the dish around in the oven for even cooking. Bake another 10 to 15 minutes; if crumb topping is pale, place dish under broiler for 1 to 3 minutes to brown.",4.4,https://www.allrecipes.com/recipe/215148/kks-three-fruit-cobbler/,/Desserts/Fruit Desserts/Raspberry Dessert Recipes/,"Total Fat 16g 20%, Saturated Fat 10g 49%, Cholesterol 41mg 14%, Sodium 4mg 0%, Total Carbohydrate 48g 17%, Dietary Fiber 3g 10%, Total Sugars 33g, Protein 3g, Vitamin C 9mg 45%, Calcium 22mg 2%, Iron 1mg 6%, Potassium 199mg 4%","Prep Time: 15 mins, Cook Time: 25 mins, Total Time: 40 mins, Servings: 8, Yield: 1 9x13-inch dish",https://www.allrecipes.com/thmb/5aveNqecKQUXL4JlDz8flnWmQlQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6889870-cd27a7daeaed44588951073256ec8b1f.jpg
938,Fresh Nectarine Cake with Blackberries,20 mins,45 mins,1 hrs 10 mins,8,1 9-inch cake,"½ cup unsalted butter, at room temperature, 2  eggs, ½ cup white sugar, 1 pinch salt, 1 ½ cups all-purpose flour, 1 ¼ teaspoons baking powder, 1 tablespoon milk, or more as needed (Optional), 3  fresh nectarines - peeled, halved, and pitted, or more to taste, 1 (6 ounce) container fresh blackberries, or more to taste, 1 tablespoon confectioners' sugar","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9-inch springform pan.
Beat butter in a large bowl with an electric mixer until creamy. Add sugar and salt gradually and mix in well. Add eggs one at a time, beating well after each addition.
Combine flour and baking powder, sift, and quickly beat into the batter on low speed. Thin batter with a little milk if needed. Pour batter into the prepared springform pan. Arrange nectarines and blackberries on top in a decorative pattern.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 45 minutes. Dust with confectioners' sugar and cool on a wire rack for 5 minutes. Run a table knife around the edges to loosen. Invert carefully onto a serving plate or cooling rack. Let cool completely.",5.0,https://www.allrecipes.com/recipe/263853/fresh-nectarine-cake-with-blackberries/,/Desserts/Cakes/,"Total Fat 13g 17%, Saturated Fat 8g 39%, Cholesterol 72mg 24%, Sodium 114mg 5%, Total Carbohydrate 39g 14%, Dietary Fiber 3g 9%, Total Sugars 19g, Protein 5g, Vitamin C 7mg 36%, Calcium 67mg 5%, Iron 2mg 9%, Potassium 184mg 4%","Prep Time: 20 mins, Cook Time: 45 mins, Additional Time: 5 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 1 9-inch cake",https://www.allrecipes.com/thmb/_vXcgp6tLPtA9z-nwgJcU979ouI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5317700-9e40560acd12435e8f7077594d215815.jpg
